sample_id,name_key,name,n_playlists,has_purpose,purpose_note,confidence,model
32575,random ;),Random ;),1,no,,,gpt-4o-mini
32576,random ^_^,Random ^_^,1,no,,,gpt-4o-mini
32577,random crap..,Random crap..,1,no,,,gpt-4o-mini
32578,random favorites.,random favorites.,1,no,,,gpt-4o-mini
32579,random jams :),Random jams :),1,no,,,gpt-4o-mini
32580,random mix.,Random Mix.,1,no,,,gpt-4o-mini
32581,random mix...,Random mix...,1,no,,,gpt-4o-mini
32582,random music! :),Random Music! :),1,no,,,gpt-4o-mini
32583,random music.,random music.,1,no,,,gpt-4o-mini
32584,random songs :)),random songs :)),1,no,,,gpt-4o-mini
32585,random songs i like :),Random songs i like :),1,no,,,gpt-4o-mini
32586,random songs i like...,Random Songs I like...,1,no,,,gpt-4o-mini
32587,random songs...,Random songs...,1,no,,,gpt-4o-mini
32588,random songs:),random songs:),1,no,,,gpt-4o-mini
32589,random stuff!,random stuff!,1,no,,,gpt-4o-mini
32590,random ~,Random ~,1,no,,,gpt-4o-mini
32591,random!!,Random!!,1,no,,,gpt-4o-mini
32592,random!!!,random!!!,1,no,,,gpt-4o-mini
32593,random#2,Random#2,1,no,,,gpt-4o-mini
32594,random(:,random(:,1,no,,,gpt-4o-mini
32595,random*,Random*,1,no,,,gpt-4o-mini
32596,random..,Random..,1,no,,,gpt-4o-mini
32597,random.songs.,Random.Songs.,1,no,,,gpt-4o-mini
32598,random//,RANDOM//,1,no,,,gpt-4o-mini
32599,random:),RANDOM:),1,no,,,gpt-4o-mini
32600,random_1,Random_1,1,no,,high,gpt-4o-mini
32601,randomness ^^,Randomness ^^,1,no,,high,gpt-4o-mini
32602,randomness!,Randomness!,1,no,,high,gpt-4o-mini
32603,randoms :),randoms :),1,no,,high,gpt-4o-mini
32604,random~,random~,1,no,,high,gpt-4o-mini
32605,ranked~,Ranked~,1,no,,high,gpt-4o-mini
32606,rap !,RAP !,1,no,,high,gpt-4o-mini
32607,rap ! !,rap ! !,1,no,,high,gpt-4o-mini
32608,rap !!!,RAP !!!,1,no,,high,gpt-4o-mini
32609,rap !!!!,rap !!!!,1,no,,high,gpt-4o-mini
32610,rap $$$$$,RAP $$$$$,1,no,,high,gpt-4o-mini
32611,rap & hip hop!,rap & hip hop!,1,no,,high,gpt-4o-mini
32612,rap (:,rap (:,1,no,,high,gpt-4o-mini
32613,rap ......,rap ......,1,no,,high,gpt-4o-mini
32614,rap /hip hop,Rap /Hip Hop,1,no,,high,gpt-4o-mini
32615,rap 2017~,rap 2017~,1,no,,high,gpt-4o-mini
32616,rap :(,rap :(,1,no,,high,gpt-4o-mini
32617,rap :^),rap :^),1,no,,high,gpt-4o-mini
32618,rap and hip/hop,Rap and Hip/Hop,1,no,,high,gpt-4o-mini
32619,rap brasil,rap brasil,1,no,,high,gpt-4o-mini
32620,rap crap!!,rap crAp!!,1,no,,high,gpt-4o-mini
32621,rap game!,Rap game!,1,no,,high,gpt-4o-mini
32622,rap game.,rap game.,1,no,,high,gpt-4o-mini
32623,rap gods.,rap gods.,1,no,,high,gpt-4o-mini
32624,rap gringo,rap gringo,1,no,,high,gpt-4o-mini
32625,rap it up!!,Rap it up!!,1,no,,high,gpt-4o-mini
32626,rap mix!,Rap mix!,1,no,,high,gpt-4o-mini
32627,rap music!,rap music!,1,no,,high,gpt-4o-mini
32628,rap music(:,Rap music(:,1,no,,high,gpt-4o-mini
32629,rap music:),Rap Music:),1,no,,high,gpt-4o-mini
32630,rap playlist.,Rap Playlist.,1,no,,high,gpt-4o-mini
32631,rap songs!!!,Rap songs!!!,1,no,,high,gpt-4o-mini
32632,rap stuff!,Rap stuff!,1,no,,high,gpt-4o-mini
32633,rap stuff.,rap stuff.,1,no,,high,gpt-4o-mini
32634,rap! :),rap! :),1,no,,high,gpt-4o-mini
32635,rap!!!!!,RAP!!!!!,1,no,,high,gpt-4o-mini
32636,rap#1,rap#1,1,no,,high,gpt-4o-mini
32637,rap#2,Rap#2,1,no,,high,gpt-4o-mini
32638,rap((:,rap((:,1,no,,high,gpt-4o-mini
32639,rap(:,Rap(:,1,no,,high,gpt-4o-mini
32640,rap***,rap***,1,no,,high,gpt-4o-mini
32641,"rap,","Rap,",1,no,,high,gpt-4o-mini
32642,rap..,Rap..,1,no,,high,gpt-4o-mini
32643,rap....,Rap....,1,no,,high,gpt-4o-mini
32644,rap.br,RAP.br,1,no,,high,gpt-4o-mini
32645,rap//,RAP//,1,no,,high,gpt-4o-mini
32646,rap////,Rap////,1,no,,high,gpt-4o-mini
32647,rap/favorites,Rap/Favorites,1,no,,high,gpt-4o-mini
32648,rap/hip hop ;),Rap/Hip Hop ;),1,no,,high,gpt-4o-mini
32649,rap/hip^hop,Rap/Hip^Hop,1,no,,high,gpt-4o-mini
32650,rap/mix,Rap/Mix,1,no,,high,gpt-4o-mini
32651,rap/old school,Rap/Old School,1,no,,high,gpt-4o-mini
32652,rap:),rap:),1,no,,high,gpt-4o-mini
32653,rap^2,RAP^2,1,no,,high,gpt-4o-mini
32654,rap_,RAP_,1,no,,high,gpt-4o-mini
32655,rap_hip-hop,Rap_Hip-hop,1,no,,high,gpt-4o-mini
32656,rap_hiphop,rAP_HiPhop,1,no,,high,gpt-4o-mini
32657,rap_mix,RAP_MIX,1,no,,high,gpt-4o-mini
32658,rap_workout,Rap_Workout,1,yes,for workout sessions,high,gpt-4o-mini
32659,rapbr,RapBr,1,no,,high,gpt-4o-mini
32660,raphael,Raphael,1,no,,high,gpt-4o-mini
32661,raphael.,raphael.,1,no,,high,gpt-4o-mini
32662,rapp!,RaPp!,1,no,,high,gpt-4o-mini
32663,rapp(:,rapp(:,1,no,,high,gpt-4o-mini
32664,rapp;)),Rapp;)),1,no,,high,gpt-4o-mini
32665,rappp :))),rappp :))),1,no,,high,gpt-4o-mini
32666,raps.,Raps.,1,no,,high,gpt-4o-mini
32667,rapsy,rapsy,1,no,,high,gpt-4o-mini
32668,rapzinho,Rapzinho,1,no,,high,gpt-4o-mini
32669,rap~,Rap~,1,no,,high,gpt-4o-mini
32670,rap~hip hop,rap~hip hop,1,no,,high,gpt-4o-mini
32671,rap~~,Rap~~,1,no,,high,gpt-4o-mini
32672,raquel;),raquel;),1,no,,high,gpt-4o-mini
32673,rare.,Rare.,1,no,,high,gpt-4o-mini
32674,rart,rart,1,no,,high,gpt-4o-mini
32675,rasta!!,rasta!!,1,no,,high,gpt-4o-mini
32676,ratch ;),Ratch ;),1,no,,high,gpt-4o-mini
32677,ratchet!!,RaTcHeT!!,1,no,,high,gpt-4o-mini
32678,ratchet$,Ratchet$,1,no,,high,gpt-4o-mini
32679,ratchet.,Ratchet.,1,no,,high,gpt-4o-mini
32680,raubtier,Raubtier,1,no,,,gpt-4o-mini
32681,raul seixas,Raul Seixas,1,no,,,gpt-4o-mini
32682,rave!!,rave!!,1,no,,,gpt-4o-mini
32683,raw hardstyle,Raw Hardstyle,1,no,,,gpt-4o-mini
32684,rawr :(,Rawr :(,1,no,,,gpt-4o-mini
32685,rawr!!,RAWR!!,1,no,,,gpt-4o-mini
32686,rawr!!!,RAWR!!!,1,no,,,gpt-4o-mini
32687,"rawr,","Rawr,",1,no,,,gpt-4o-mini
32688,rawr~!,Rawr~!,1,no,,,gpt-4o-mini
32689,rawstyle,Rawstyle,1,no,,,gpt-4o-mini
32690,ray !!!!!,ray !!!!!,1,no,,,gpt-4o-mini
32691,rayden,RAYDEN,1,no,,,gpt-4o-mini
32692,re :),Re :),1,no,,,gpt-4o-mini
32693,re#,Re#,1,no,,,gpt-4o-mini
32694,re: !,re: !,1,no,,,gpt-4o-mini
32695,re: *,re: *,1,no,,,gpt-4o-mini
32696,reading ........,Reading ........,1,yes,for reading,high,gpt-4o-mini
32697,reading 2017,Reading 2017,1,no,,,gpt-4o-mini
32698,reading music.,Reading Music.,1,yes,for reading,high,gpt-4o-mini
32699,reading.,Reading.,1,yes,for reading,high,gpt-4o-mini
32700,ready....,Ready....,1,no,,,gpt-4o-mini
32701,real country :),real country :),1,no,,,gpt-4o-mini
32702,real country!!!,real country!!!,1,no,,,gpt-4o-mini
32703,real hip/hop,Real HIP/HOP,1,no,,,gpt-4o-mini
32704,real life!!,Real life!!,1,no,,,gpt-4o-mini
32705,real music (:,REAL music (:,1,no,,,gpt-4o-mini
32706,real music ;),Real Music ;),1,no,,,gpt-4o-mini
32707,real music!,Real music!,1,no,,,gpt-4o-mini
32708,real music!!!,real music!!!,1,no,,,gpt-4o-mini
32709,real music.,REAL music.,1,no,,,gpt-4o-mini
32710,real rap!,Real Rap!,1,no,,,gpt-4o-mini
32711,real!!,REAL!!,1,no,,,gpt-4o-mini
32712,rebecca!!!,Rebecca!!!,1,no,,,gpt-4o-mini
32713,rebecca.,rebecca.,1,no,,,gpt-4o-mini
32714,rebel!!,Rebel!!,1,no,,,gpt-4o-mini
32715,reborn!~,Reborn!~,1,no,,,gpt-4o-mini
32716,recent :),Recent :),1,no,,,gpt-4o-mini
32717,recent favs :),recent favs :),1,no,,,gpt-4o-mini
32718,recent:)),recent:)),1,no,,,gpt-4o-mini
32719,recent;),recent;),1,no,,,gpt-4o-mini
32720,recents ! ! !,recents ! ! !,1,no,,,gpt-4o-mini
32721,reception !,reception !,1,yes,Wedding reception music,high,gpt-4o-mini
32722,reception :),Reception :),1,yes,Wedding reception music,high,gpt-4o-mini
32723,reception dance!,RECEPTION DANCE!,1,yes,Wedding reception dance music,high,gpt-4o-mini
32724,reception dance.,reception DANCE.,1,yes,Wedding reception dance music,high,gpt-4o-mini
32725,reception music!,Reception Music!,1,yes,Wedding reception music,high,gpt-4o-mini
32726,reception playlist!,reception playlist!,1,yes,Wedding reception playlist,high,gpt-4o-mini
32727,reception!,Reception!,1,yes,Wedding reception music,high,gpt-4o-mini
32728,reception!!,Reception!!,1,yes,Wedding reception music,high,gpt-4o-mini
32729,reception!!!,Reception!!!,1,yes,Wedding reception music,high,gpt-4o-mini
32730,reception.dinner.,Reception.Dinner.,1,yes,Wedding reception dinner music,high,gpt-4o-mini
32731,reception/dance,Reception/Dance,1,yes,Wedding reception dance music,high,gpt-4o-mini
32732,recital:))),Recital:))),1,yes,Recital performance music,high,gpt-4o-mini
32733,reckless.,Reckless.,1,no,,,gpt-4o-mini
32734,recommendations !!,recommendations !!,1,no,,,gpt-4o-mini
32735,recommendations !!!,recommendations !!!,1,no,,,gpt-4o-mini
32736,recommendations!,recommendations!,1,no,,,gpt-4o-mini
32737,recovery :),Recovery :),1,yes,Post-recovery music,mid,gpt-4o-mini
32738,recovery.....,recovery.....,1,yes,Post-recovery music,mid,gpt-4o-mini
32739,red dirt :),Red Dirt :),1,no,,,gpt-4o-mini
32740,red dirt!!,red dirt!!,1,no,,,gpt-4o-mini
32741,red dirt.,Red Dirt.,1,no,,,gpt-4o-mini
32742,red hot chili peppers - greatest hits,Red Hot Chili Peppers - Greatest Hits,1,no,,,gpt-4o-mini
32743,red hot chili peppers – greatest hits,Red Hot Chili Peppers – Greatest Hits,1,no,,,gpt-4o-mini
32744,redemption.,redemption.,1,no,,,gpt-4o-mini
32745,redneck:),Redneck:),1,no,,,gpt-4o-mini
32746,reflect.,REFLECT.,1,no,,,gpt-4o-mini
32747,reflection.,reflection.,1,no,,,gpt-4o-mini
32748,reg.,reg.,1,no,,,gpt-4o-mini
32749,regaton!,Regaton!,1,no,,,gpt-4o-mini
32750,regeton *,Regeton *,1,no,,,gpt-4o-mini
32751,regeton ;),Regeton ;),1,no,,,gpt-4o-mini
32752,regeton_,Regeton_,1,no,,,gpt-4o-mini
32753,reggae $$$,Reggae $$$,1,no,,,gpt-4o-mini
32754,reggae .,reggae .,1,no,,,gpt-4o-mini
32755,reggae :))),REGGAE :))),1,no,,,gpt-4o-mini
32756,reggae en español!,reggae en español!,1,no,,,gpt-4o-mini
32757,reggae nacional,Reggae nacional,1,no,,,gpt-4o-mini
32758,reggae),Reggae),1,no,,,gpt-4o-mini
32759,reggae**,Reggae**,1,no,,,gpt-4o-mini
32760,reggae***,Reggae***,1,no,,high,gpt-4o-mini
32761,reggae/vibes,reggae/vibes,1,no,,high,gpt-4o-mini
32762,reggae_chill,Reggae_Chill,1,no,,high,gpt-4o-mini
32763,reggaeton **,reggaeton **,1,no,,high,gpt-4o-mini
32764,reggaeton 2016 :),Reggaeton 2016 :),1,no,,high,gpt-4o-mini
32765,reggaeton clasico,Reggaeton Clasico,1,no,,high,gpt-4o-mini
32766,reggaeton viejito.,Reggaeton viejito.,1,no,,high,gpt-4o-mini
32767,reggaeton viejo!,Reggaeton Viejo!,1,no,,high,gpt-4o-mini
32768,reggaeton ��,Reggaeton ��,1,no,,high,gpt-4o-mini
32769,reggaeton*,Reggaeton*,1,no,,high,gpt-4o-mini
32770,reggaeton^_^,Reggaeton^_^,1,no,,high,gpt-4o-mini
32771,reggaton **,Reggaton **,1,no,,high,gpt-4o-mini
32772,reggeton !!,reggeton !!,1,no,,high,gpt-4o-mini
32773,reggeton ;),Reggeton ;),1,no,,high,gpt-4o-mini
32774,reggeton viejo,Reggeton viejo,1,no,,high,gpt-4o-mini
32775,reggie.,reggie.,1,no,,high,gpt-4o-mini
32776,regional mexicano :),Regional Mexicano :),1,no,,high,gpt-4o-mini
32777,regueaton!,Regueaton!,1,no,,high,gpt-4o-mini
32778,regueton antiguo,REGUETON ANTIGUO,1,no,,high,gpt-4o-mini
32779,regueton!!,regueton!!,1,no,,high,gpt-4o-mini
32780,regueton!!!,Regueton!!!,1,no,,high,gpt-4o-mini
32781,regueton!!!!,Regueton!!!!,1,no,,high,gpt-4o-mini
32782,regueton.,Regueton.,1,no,,high,gpt-4o-mini
32783,rehearsal dinner!!,Rehearsal Dinner!!,1,yes,for a rehearsal dinner,high,gpt-4o-mini
32784,relajación,Relajación,1,no,,high,gpt-4o-mini
32785,relajante,relajante,1,no,,high,gpt-4o-mini
32786,relatable :/,relatable :/,1,no,,high,gpt-4o-mini
32787,relatable.,relatable.,1,no,,high,gpt-4o-mini
32788,relatable..,Relatable..,1,no,,high,gpt-4o-mini
32789,relax (: (:,relax (: (:,1,yes,for relaxation,high,gpt-4o-mini
32790,relax ..,Relax ..,1,yes,for relaxation,high,gpt-4o-mini
32791,relax :)),Relax :)),1,yes,for relaxation,high,gpt-4o-mini
32792,relax ;),Relax ;),1,yes,for relaxation,high,gpt-4o-mini
32793,relax ~,relax ~,1,yes,for relaxation,high,gpt-4o-mini
32794,relax#2,Relax#2,1,no,,high,gpt-4o-mini
32795,relax..,Relax..,1,no,,high,gpt-4o-mini
32796,relax....,Relax....,1,no,,high,gpt-4o-mini
32797,relax/,relax/,1,no,,high,gpt-4o-mini
32798,relax//take it easy,relax//take it easy,1,yes,for relaxation,high,gpt-4o-mini
32799,relaxation :),Relaxation :),1,yes,for relaxation,high,gpt-4o-mini
32800,relaxe,relaxe,1,no,,high,gpt-4o-mini
32801,relaxe.,relaxe.,1,no,,high,gpt-4o-mini
32802,relaxed.,relaxed.,1,no,,high,gpt-4o-mini
32803,relaxing.......,Relaxing.......,1,no,,high,gpt-4o-mini
32804,relaxing.music.,Relaxing.Music.,1,no,,high,gpt-4o-mini
32805,relaxing:),relaxing:),1,no,,high,gpt-4o-mini
32806,relaxing_music,Relaxing_Music,1,no,,high,gpt-4o-mini
32807,relaxing~,Relaxing~,1,no,,high,gpt-4o-mini
32808,relaxin~,Relaxin~,1,no,,high,gpt-4o-mini
32809,relaxx~,Relaxx~,1,no,,high,gpt-4o-mini
32810,relax~,Relax~,1,no,,high,gpt-4o-mini
32811,religiosas,religiosas,1,no,,high,gpt-4o-mini
32812,religious.,Religious.,1,no,,high,gpt-4o-mini
32813,reload.,reload.,1,no,,high,gpt-4o-mini
32814,rem.,rem.,1,no,,high,gpt-4o-mini
32815,remastered.,Remastered.,1,no,,high,gpt-4o-mini
32816,remedy.,remedy.,1,no,,high,gpt-4o-mini
32817,remember when . . .,Remember when . . .,1,no,,high,gpt-4o-mini
32818,remember when....,REMEMBER WHEN....,1,no,,high,gpt-4o-mini
32819,remember!!,REMEMBER!!,1,no,,high,gpt-4o-mini
32820,remember...(:,Remember...(:,1,no,,high,gpt-4o-mini
32821,reminders...,Reminders...,1,no,,high,gpt-4o-mini
32822,reminds me of you...,Reminds me of you...,1,no,,high,gpt-4o-mini
32823,reminisce.,reminisce.,1,no,,high,gpt-4o-mini
32824,remix!,Remix!,1,no,,high,gpt-4o-mini
32825,remix!!,Remix!!,1,no,,high,gpt-4o-mini
32826,remix!!!!!!,REmix!!!!!!,1,no,,high,gpt-4o-mini
32827,remix$,remix$,1,no,,high,gpt-4o-mini
32828,remixes.,remixes.,1,no,,high,gpt-4o-mini
32829,remixes//,remixes//,1,no,,high,gpt-4o-mini
32830,remmy valenzuela,Remmy Valenzuela,1,no,,high,gpt-4o-mini
32831,rent!,RENT!,1,no,,high,gpt-4o-mini
32832,repeat :),Repeat :),1,no,,high,gpt-4o-mini
32833,repeat..,Repeat..,1,no,,high,gpt-4o-mini
32834,repertoire!,repertoire!,1,no,,high,gpt-4o-mini
32835,replay..,replay..,1,no,,high,gpt-4o-mini
32836,requesón,Requesón,1,no,,high,gpt-4o-mini
32837,reset.,reset.,1,no,,high,gpt-4o-mini
32838,resist.,Resist.,1,no,,high,gpt-4o-mini
32839,restart.,restart.,1,no,,high,gpt-4o-mini
32840,restless.,restless.,1,no,,high,gpt-4o-mini
32841,restore *,Restore *,1,no,,high,gpt-4o-mini
32842,retreat:),retreat:),1,yes,relaxation or escape,mid,gpt-4o-mini
32843,retreat:)),retreat:)),1,yes,relaxation or escape,mid,gpt-4o-mini
32844,retro ;),Retro ;),1,no,,high,gpt-4o-mini
32845,retro..,Retro..,1,no,,high,gpt-4o-mini
32846,retro...,Retro...,1,no,,high,gpt-4o-mini
32847,retrograde.,retrograde.,1,no,,high,gpt-4o-mini
32848,retroton,retroton,1,no,,high,gpt-4o-mini
32849,retroton!,Retroton!,1,no,,high,gpt-4o-mini
32850,reunion!,Reunion!,1,yes,gathering or celebration,mid,gpt-4o-mini
32851,reveillon,reveillon,1,no,,high,gpt-4o-mini
32852,revenge! (;,REVENGE! (;,1,no,,high,gpt-4o-mini
32853,reverie.,reverie.,1,no,,high,gpt-4o-mini
32854,revision playlist,REVISION PLAYLIST,1,yes,study or review,mid,gpt-4o-mini
32855,revolution!,Revolution!,1,no,,high,gpt-4o-mini
32856,revolution!!!!!!!!!!!!,REVOLUTION!!!!!!!!!!!!,1,no,,high,gpt-4o-mini
32857,rewind!!!!,REWIND!!!!,1,no,,high,gpt-4o-mini
32858,rewind:,Rewind:,1,no,,high,gpt-4o-mini
32859,rey.,Rey.,1,no,,high,gpt-4o-mini
32860,rf.,RF.,1,no,,high,gpt-4o-mini
32861,rg!,rg!,1,no,,high,gpt-4o-mini
32862,rggtn,rggtn,1,no,,high,gpt-4o-mini
32863,rhye – woman,Rhye – Woman,1,no,,high,gpt-4o-mini
32864,rhythm & blues.,Rhythm & Blues.,1,no,,high,gpt-4o-mini
32865,ricardo montaner,Ricardo Montaner,1,no,,high,gpt-4o-mini
32866,rich!,Rich!,1,no,,high,gpt-4o-mini
32867,rich$$,rich$$,1,no,,high,gpt-4o-mini
32868,ricky !,ricky !,1,no,,high,gpt-4o-mini
32869,ride or die.,ride or die.,1,yes,loyalty or friendship,mid,gpt-4o-mini
32870,ride out...,Ride Out...,1,no,,high,gpt-4o-mini
32871,ride!!,RIDE!!,1,no,,high,gpt-4o-mini
32872,ride.,Ride.,1,no,,high,gpt-4o-mini
32873,ride;),Ride;),1,no,,high,gpt-4o-mini
32874,rides !,rides !,1,no,,high,gpt-4o-mini
32875,riding music!!,Riding Music!!,1,yes,for riding or driving,high,gpt-4o-mini
32876,riding music.,Riding music.,1,yes,for riding or driving,high,gpt-4o-mini
32877,riding...,Riding...,1,no,,high,gpt-4o-mini
32878,riffs!!!!!,Riffs!!!!!,1,no,,high,gpt-4o-mini
32879,right now!!,Right now!!,1,yes,current mood or vibe,mid,gpt-4o-mini
32880,right.,Right.,1,no,,high,gpt-4o-mini
32881,rihanna :),Rihanna :),1,no,,high,gpt-4o-mini
32882,rihanna – talk that talk,Rihanna – Talk That Talk,1,no,,high,gpt-4o-mini
32883,rihanna – unapologetic,Rihanna – Unapologetic,1,no,,high,gpt-4o-mini
32884,rin:,Rin:,1,no,,high,gpt-4o-mini
32885,riot grrrl.,riot grrrl.,1,no,,high,gpt-4o-mini
32886,riot.,riot.,1,no,,high,gpt-4o-mini
32887,riptide!,Riptide!,1,no,,high,gpt-4o-mini
32888,riptide.,RIPTIDE.,1,no,,high,gpt-4o-mini
32889,rise.,rise.,1,no,,high,gpt-4o-mini
32890,rita!,Rita!,1,no,,high,gpt-4o-mini
32891,rival sons,rival sons,1,no,,high,gpt-4o-mini
32892,rivers and roads.,Rivers and Roads.,1,no,,high,gpt-4o-mini
32893,riverside.,riverside.,1,no,,high,gpt-4o-mini
32894,rj!!!,RJ!!!,1,no,,high,gpt-4o-mini
32895,rmx_____,Rmx_____,1,no,,high,gpt-4o-mini
32896,rn;),Rn;),1,no,,high,gpt-4o-mini
32897,rnb hip hop,RnB Hip Hop,1,no,,high,gpt-4o-mini
32898,rnb.,rnb.,1,no,,high,gpt-4o-mini
32899,rnb_hiphop,rnb_hiphop,1,no,,high,gpt-4o-mini
32900,ro$$,Ro$$,1,no,,high,gpt-4o-mini
32901,road ;))))))),ROAD ;))))))),1,no,,high,gpt-4o-mini
32902,road jams :),road jams :),1,yes,for road trips,high,gpt-4o-mini
32903,road music!,Road music!,1,yes,for road trips,high,gpt-4o-mini
32904,road trip   :),ROAD TRIP   :),1,yes,for road trips,high,gpt-4o-mini
32905,road trip !!!!,road trip !!!!,1,yes,for road trips,high,gpt-4o-mini
32906,road trip !!!!!!!!!,road trip !!!!!!!!!,1,yes,for road trips,high,gpt-4o-mini
32907,road trip 2017:),Road Trip 2017:),1,yes,for road trips,high,gpt-4o-mini
32908,road trip ::)) ~~~,road trip ::)) ~~~,1,yes,for road trips,high,gpt-4o-mini
32909,road trip music ;),road trip music ;),1,yes,for road trips,high,gpt-4o-mini
32910,road trip playlist!,Road Trip Playlist!,1,yes,for road trips,high,gpt-4o-mini
32911,road trip ~,rOaD tRiP ~,1,yes,for road trips,high,gpt-4o-mini
32912,road trip! ! !,Road trip! ! !,1,yes,for road trips,high,gpt-4o-mini
32913,road trip!!!!!!!,Road Trip!!!!!!!,1,yes,for road trips,high,gpt-4o-mini
32914,road trip!!!!!!!!!!!!!!!!!!,ROAD TRIP!!!!!!!!!!!!!!!!!!,1,yes,for road trips,high,gpt-4o-mini
32915,road trip:),road trip:),1,yes,for road trips,high,gpt-4o-mini
32916,road trip;),Road trip;),1,yes,for road trips,high,gpt-4o-mini
32917,road trippin :),Road Trippin :),1,yes,for road trips,high,gpt-4o-mini
32918,road trippin!!,Road Trippin!!,1,yes,for road trips,high,gpt-4o-mini
32919,road trippin!!!,ROAD TRIPPIN!!!,1,yes,for road trips,high,gpt-4o-mini
32920,road trippin' :),Road Trippin' :),1,yes,For a road trip,high,gpt-4o-mini
32921,road trippin'!,Road Trippin'!,1,yes,For a road trip,high,gpt-4o-mini
32922,road trippin'.,road trippin'.,1,yes,For a road trip,high,gpt-4o-mini
32923,road tripping ~#~,road tripping ~#~,1,yes,For a road trip,high,gpt-4o-mini
32924,road trips !!,Road Trips !!,1,yes,For a road trip,high,gpt-4o-mini
32925,road trips :),Road trips :),1,yes,For a road trip,high,gpt-4o-mini
32926,road trips!!,Road Trips!!,1,yes,For a road trip,high,gpt-4o-mini
32927,road trips.,Road Trips.,1,yes,For a road trip,high,gpt-4o-mini
32928,road trips;),road trips;),1,yes,For a road trip,high,gpt-4o-mini
32929,road!,Road!,1,no,,,gpt-4o-mini
32930,road.trippin,road.trippin,1,yes,For a road trip,high,gpt-4o-mini
32931,road_trip_,Road_trip_,1,no,,,gpt-4o-mini
32932,roadie!!,roadie!!,1,yes,For a road trip,high,gpt-4o-mini
32933,roadie!!!!,roadie!!!!,1,yes,For a road trip,high,gpt-4o-mini
32934,roadies:),Roadies:),1,no,,,gpt-4o-mini
32935,roads.,Roads.,1,no,,,gpt-4o-mini
32936,roadtrip ((:,roadtrip ((:,1,yes,For a road trip,high,gpt-4o-mini
32937,roadtrip 2!,Roadtrip 2!,1,yes,For a road trip,high,gpt-4o-mini
32938,roadtrip 2015!,Roadtrip 2015!,1,no,,,gpt-4o-mini
32939,roadtrip ^_^,Roadtrip ^_^,1,no,,,gpt-4o-mini
32940,roadtrip jams :),Roadtrip Jams :),1,yes,For a road trip,high,gpt-4o-mini
32941,roadtrip jams!!,Roadtrip Jams!!,1,yes,For a road trip,high,gpt-4o-mini
32942,roadtrip jams...,roadtrip jams...,1,yes,For a road trip,high,gpt-4o-mini
32943,roadtrip music :),Roadtrip Music :),1,yes,For a road trip,high,gpt-4o-mini
32944,roadtrip playlist!!,roadtrip playlist!!,1,yes,For a road trip,high,gpt-4o-mini
32945,roadtrip usa,Roadtrip USA,1,yes,For a road trip,high,gpt-4o-mini
32946,roadtrip! :),Roadtrip! :),1,yes,For a road trip,high,gpt-4o-mini
32947,roadtrip!!!!!!!!!,Roadtrip!!!!!!!!!,1,yes,For a road trip,high,gpt-4o-mini
32948,roadtrip!!!!!!!!!!!!,Roadtrip!!!!!!!!!!!!,1,yes,For a road trip,high,gpt-4o-mini
32949,"roadtrip,","ROADTRIP,",1,no,,,gpt-4o-mini
32950,roadtrippin :),roadtrippin :),1,yes,For a road trip,high,gpt-4o-mini
32951,roadtrippin!,roadtrippin!,1,yes,For a road trip,high,gpt-4o-mini
32952,roadtrippin!!!,ROADTRIPPIN!!!,1,yes,For a road trip,high,gpt-4o-mini
32953,roadtrippin'!,RoadTrippin'!,1,yes,For a road trip,high,gpt-4o-mini
32954,roadtrippin'!!!,ROADTRIPPIN'!!!,1,yes,For a road trip,high,gpt-4o-mini
32955,roadtrippin.,roadtrippin.,1,yes,For a road trip,high,gpt-4o-mini
32956,roadtripping!,roadtripping!,1,yes,For a road trip,high,gpt-4o-mini
32957,roadtrips!,Roadtrips!,1,yes,For a road trip,high,gpt-4o-mini
32958,roadtrips!!,roadtrips!!,1,yes,For a road trip,high,gpt-4o-mini
32959,robbie williams,Robbie Williams,1,no,,,gpt-4o-mini
32960,robin thicke – blurred lines,Robin Thicke – Blurred Lines,1,no,,high,gpt-4o-mini
32961,roc(,Roc(,1,no,,high,gpt-4o-mini
32962,rock ! ! !,ROCK ! ! !,1,no,,high,gpt-4o-mini
32963,rock !!!!,ROCK !!!!,1,no,,high,gpt-4o-mini
32964,rock & metal !,ROCK & METAL !,1,no,,high,gpt-4o-mini
32965,rock & roll!,Rock & Roll!,1,no,,high,gpt-4o-mini
32966,rock ((((:,Rock ((((:,1,no,,high,gpt-4o-mini
32967,rock (;,rock (;,1,no,,high,gpt-4o-mini
32968,rock ***,Rock ***,1,no,,high,gpt-4o-mini
32969,"rock , metal","rock , metal",1,no,,high,gpt-4o-mini
32970,rock 80s,Rock 80s,1,no,,high,gpt-4o-mini
32971,rock :),Rock :),1,no,,high,gpt-4o-mini
32972,rock :/,rock :/,1,no,,high,gpt-4o-mini
32973,rock ;),ROCK ;),1,no,,high,gpt-4o-mini
32974,rock and roll !!,ROCK AND ROLL !!,1,no,,high,gpt-4o-mini
32975,rock and stuff.,Rock and Stuff.,1,no,,high,gpt-4o-mini
32976,rock band :),Rock Band :),1,no,,high,gpt-4o-mini
32977,rock br,rock br,1,no,,high,gpt-4o-mini
32978,rock brasil!,Rock Brasil!,1,no,,high,gpt-4o-mini
32979,rock classico,Rock Classico,1,no,,high,gpt-4o-mini
32980,rock covers.,Rock Covers.,1,no,,high,gpt-4o-mini
