track_uri,track_name,artist_name,total_count,dominant_category,confidence,entropy,distribution
spotify:track:4qaMe3bU4B3JT3eQuDg5Ir,Don't Be A Jerk (It's Christmas),Spongebob Squarepants,5,Holiday,1.0,-0.0,"{""Holiday"": 1.0}"
spotify:track:5dgJxyBNbmtKWaIXUaLnpn,Happiness,The Fray,6,Sleep/Relax,0.3333,1.585,"{""Sleep/Relax"": 0.3333333333333333, ""Party"": 0.3333333333333333, ""Study/Focus"": 0.3333333333333333}"
spotify:track:1eu6vM3Q8wYKGYZCn26uMb,Backseat,Ari Lennox,5,Sleep/Relax,0.4,1.5219,"{""Sleep/Relax"": 0.4, ""Driving"": 0.2, ""Seasonal/Summer"": 0.4}"
spotify:track:4EbN0CxS7sSqPNlr538B61,Jack Daniels,Mike Stud,5,Study/Focus,0.2,2.3219,"{""Study/Focus"": 0.2, ""Sleep/Relax"": 0.2, ""Seasonal/Summer"": 0.2, ""Workout"": 0.2, ""Driving"": 0.2}"
spotify:track:7jAt4ULjZ9PMioduX71M9a,Postcards From Far Away,Coldplay,9,Sleep/Relax,0.5556,1.3516,"{""Romance/Wedding"": 0.1111111111111111, ""Sleep/Relax"": 0.5555555555555556, ""Study/Focus"": 0.3333333333333333}"
spotify:track:2JeHW3MNfFLHxmVjfJ40LN,Alone This Holiday - Recorded for KROQ Christmas Album,The Used,5,Holiday,1.0,-0.0,"{""Holiday"": 1.0}"
spotify:track:3zJgkL8v0UNVdyKTGc8wzk,Deck The Halls,R.E.M.,8,Holiday,0.625,0.9544,"{""Holiday"": 0.625, ""Party"": 0.375}"
spotify:track:6lS4DtFesKwsa7EsbQXVoI,I Got the Juice,John Givez,6,Party,0.6667,0.9183,"{""Workout"": 0.3333333333333333, ""Party"": 0.6666666666666666}"
spotify:track:2jtyXJWIe9YFqqt6ZOeqw6,Homie (feat. Meek Mill),Young Thug,5,Workout,0.4,1.9219,"{""Workout"": 0.4, ""Seasonal/Summer"": 0.2, ""Driving"": 0.2, ""Party"": 0.2}"
spotify:track:4304kbwhzhb8A3n6wl27Kg,Of All The Gin Joints In All The World,Fall Out Boy,5,Workout,0.4,1.5219,"{""Workout"": 0.4, ""Driving"": 0.2, ""Sleep/Relax"": 0.4}"
spotify:track:54jzSqIKreNatICdnpTsZc,The Little Drummer Boy,Burl Ives,6,Holiday,1.0,-0.0,"{""Holiday"": 1.0}"
spotify:track:4QsPTKvdpgkA7mBAvclZTa,El Perdedor - The Remix,Maluma,6,Party,0.6667,1.2516,"{""Party"": 0.6666666666666666, ""Workout"": 0.16666666666666666, ""Seasonal/Summer"": 0.16666666666666666}"
spotify:track:50xwQXPtfNZFKFeZ0XePWc,Yellow Submarine - Remastered,The Beatles,7,Driving,0.4286,1.5567,"{""Sleep/Relax"": 0.2857142857142857, ""Driving"": 0.42857142857142855, ""Seasonal/Summer"": 0.2857142857142857}"
spotify:track:4WuztIKoJkauutLvADtslF,Strip No More,Lukas Graham,5,Driving,0.4,1.5219,"{""Driving"": 0.4, ""Party"": 0.4, ""Seasonal/Summer"": 0.2}"
spotify:track:4uTTd2SlalZoG0zVgI63kH,Tin Man,America,5,Driving,0.6,1.371,"{""Driving"": 0.6, ""Study/Focus"": 0.2, ""Party"": 0.2}"
spotify:track:41kjzlGwJUSEsQuFDWk166,Don't Stop,Slightly Stoopid,6,Sleep/Relax,0.3333,1.9183,"{""Driving"": 0.16666666666666666, ""Sleep/Relax"": 0.3333333333333333, ""Romance/Wedding"": 0.16666666666666666, ""Seasonal/Summer"": 0.3333333333333333}"
spotify:track:5rKor0rlCbaA7j755zhnhb,"So Sad, So Sad",Varsity,6,Driving,0.8333,0.65,"{""Sleep/Relax"": 0.16666666666666666, ""Driving"": 0.8333333333333334}"
spotify:track:4F7GcPH79KzsQfNphjtkGx,Old Church Choir,Zach Williams,6,Worship,0.6667,1.2516,"{""Worship"": 0.6666666666666666, ""Party"": 0.16666666666666666, ""Driving"": 0.16666666666666666}"
spotify:track:5EW0L1Kt0eBd5hJUVczeJt,Supernatural,AlunaGeorge,6,Party,0.6667,1.2516,"{""Party"": 0.6666666666666666, ""Seasonal/Summer"": 0.16666666666666666, ""Driving"": 0.16666666666666666}"
spotify:track:6ynDLZeJjR2XitUKhS7KKW,Lady (Hear Me Tonight),Modjo,5,Party,0.4,1.9219,"{""Party"": 0.4, ""Study/Focus"": 0.2, ""Driving"": 0.2, ""Workout"": 0.2}"
spotify:track:5S1zJCpkwJmadyPYAicAPx,Wait for It,Yo Gotti,5,Workout,0.4,1.5219,"{""Seasonal/Summer"": 0.2, ""Workout"": 0.4, ""Party"": 0.4}"
spotify:track:5ugSh2p5noxQzSW2yy1qJt,Oh L'Amour,Erasure,5,Workout,0.4,1.5219,"{""Workout"": 0.4, ""Party"": 0.4, ""Romance/Wedding"": 0.2}"
spotify:track:2OxcH2hvo4SrVGO3gd7RJO,Run Run Run,Phoenix,5,DailyRoutine,0.2,2.3219,"{""DailyRoutine"": 0.2, ""Workout"": 0.2, ""Driving"": 0.2, ""Party"": 0.2, ""Study/Focus"": 0.2}"
spotify:track:1v0uVPU6BWcbog5BiWLWVa,Hand Covers Bruise,Trent Reznor and Atticus Ross,6,Study/Focus,1.0,-0.0,"{""Study/Focus"": 1.0}"
spotify:track:122rdEeuIt4R6H7Lwi4UyE,2AM,Bear Hands,7,Driving,0.5714,1.6645,"{""DailyRoutine"": 0.14285714285714285, ""Sleep/Relax"": 0.14285714285714285, ""Driving"": 0.5714285714285714, ""Seasonal/Summer"": 0.14285714285714285}"
spotify:track:1FWHYXyXrcXDhbyYFyf4Rp,Guns Out,Young the Giant,8,DailyRoutine,0.25,2.5,"{""DailyRoutine"": 0.25, ""Driving"": 0.25, ""Party"": 0.125, ""Workout"": 0.125, ""Study/Focus"": 0.125, ""Seasonal/Summer"": 0.125}"
spotify:track:4N4OGHFxIUKJzbwIqKkrKx,Lung,Vancouver Sleep Clinic,6,DailyRoutine,0.3333,1.585,"{""DailyRoutine"": 0.3333333333333333, ""Driving"": 0.3333333333333333, ""Sleep/Relax"": 0.3333333333333333}"
spotify:track:74G9a1o34MvaAaupKPR1L6,Hot Mess,Chromeo,6,Driving,0.3333,1.9183,"{""Driving"": 0.3333333333333333, ""Party"": 0.3333333333333333, ""Workout"": 0.16666666666666666, ""Seasonal/Summer"": 0.16666666666666666}"
spotify:track:1MSKr74HXcrgx6kZA8qXZD,Unicorn Zombie Apocalypse - Original Mix,Borgore,13,Party,0.3846,1.922,"{""Gaming"": 0.15384615384615385, ""Party"": 0.38461538461538464, ""Driving"": 0.23076923076923078, ""Workout"": 0.23076923076923078}"
spotify:track:5f2mIVhUKJpFHYXNDIGv7I,Ooooh (feat. Young Scooter),Future,8,Party,0.5,1.75,"{""Driving"": 0.125, ""Party"": 0.5, ""Workout"": 0.25, ""Seasonal/Summer"": 0.125}"
spotify:track:1YGqFtTZrScf2fHeVC3WiC,"Someone New - Live From Spotify, London 2014",Hozier,5,DailyRoutine,0.4,1.5219,"{""Study/Focus"": 0.2, ""DailyRoutine"": 0.4, ""Sleep/Relax"": 0.4}"
spotify:track:6rXKkGRJQspRVNcGdcmsGy,Low Life,X Ambassadors,8,Driving,0.375,2.1556,"{""Study/Focus"": 0.125, ""Driving"": 0.375, ""Workout"": 0.125, ""Party"": 0.125, ""Sleep/Relax"": 0.25}"
spotify:track:4mPuO1Hku0VKvZev3fbljL,King Of Heaven - Live/Acoustic Version,Hillsong United,6,Worship,1.0,-0.0,"{""Worship"": 1.0}"
spotify:track:4TuF6bdws9uhZTW7XtcaIk,There Is a Cloud (Acoustic),Elevation Worship,5,Worship,1.0,-0.0,"{""Worship"": 1.0}"
spotify:track:6byQ81MM7NtCpvVtfVRTtw,Running - Live,Hillsong Worship,8,Worship,0.625,0.9544,"{""Worship"": 0.625, ""Workout"": 0.375}"
spotify:track:5g8GAuhwXVLUSskzmydoH6,Where The Spirit Of The Lord Is,Chris Tomlin,6,Worship,1.0,-0.0,"{""Worship"": 1.0}"
spotify:track:0xjRklqbQh2wtXL2VCQFQC,You Hold Me Now - Live,Hillsong United,8,Worship,1.0,-0.0,"{""Worship"": 1.0}"
spotify:track:2qVqxcTXGugY41u8Sr8xfp,Seduction,Usher,7,Romance/Wedding,0.8571,0.5917,"{""Romance/Wedding"": 0.8571428571428571, ""Driving"": 0.14285714285714285}"
spotify:track:4v2Bs11kMVN7O6jDJvfPTa,The World Ender,Lord Huron,6,Driving,0.5,1.7925,"{""Driving"": 0.5, ""Seasonal/Summer"": 0.16666666666666666, ""Party"": 0.16666666666666666, ""Sleep/Relax"": 0.16666666666666666}"
spotify:track:7bH22jtBtUuWLZ7MGxHI69,Shake It Off,Ryan Adams,7,Seasonal/Summer,0.4286,1.5567,"{""Party"": 0.2857142857142857, ""Driving"": 0.2857142857142857, ""Seasonal/Summer"": 0.42857142857142855}"
spotify:track:6bXWsXHI7ZkPGtG8PN53Ln,Shanghai,Nicki Minaj,11,Party,0.4545,1.5395,"{""Workout"": 0.2727272727272727, ""Party"": 0.45454545454545453, ""Driving"": 0.2727272727272727}"
spotify:track:4dLyzmnbo7dMAA2FsdfrUV,I Can't Take It,Dillon Francis,5,Party,0.6,1.371,"{""Party"": 0.6, ""Workout"": 0.2, ""Study/Focus"": 0.2}"
spotify:track:5i7RvRKlvkuIU8jfVPm0yA,Air,Dzeko & Torres,7,Workout,0.4286,1.5567,"{""Party"": 0.2857142857142857, ""Workout"": 0.42857142857142855, ""Seasonal/Summer"": 0.2857142857142857}"
spotify:track:1TVd8FHpeg1Afa92kaO0kR,Petals,Bibio,8,Sleep/Relax,0.5,2.0,"{""Party"": 0.125, ""Sleep/Relax"": 0.5, ""Study/Focus"": 0.125, ""Seasonal/Summer"": 0.125, ""Driving"": 0.125}"
spotify:track:5oy2SuMnWyREKbk0C7YGfU,If,R5,8,Seasonal/Summer,0.375,2.1556,"{""Study/Focus"": 0.125, ""Workout"": 0.25, ""Seasonal/Summer"": 0.375, ""Party"": 0.125, ""Driving"": 0.125}"
spotify:track:04EDShdWyBr2aJPqjFjKAQ,Misbehaving,Labrinth,8,Driving,0.375,2.1556,"{""Study/Focus"": 0.125, ""Driving"": 0.375, ""Sleep/Relax"": 0.25, ""Romance/Wedding"": 0.125, ""Holiday"": 0.125}"
spotify:track:7hIikyIX0Ooo09fuZVXtyj,Two Pink Lines,Eric Church,6,Seasonal/Summer,0.5,1.4591,"{""Driving"": 0.3333333333333333, ""Seasonal/Summer"": 0.5, ""Party"": 0.16666666666666666}"
spotify:track:3cgnaW34QpP1Y8Wvoz4D56,Circle Of Life,Lebo M.,6,Workout,0.5,1.4591,"{""Workout"": 0.5, ""Driving"": 0.3333333333333333, ""Party"": 0.16666666666666666}"
spotify:track:0ulIdJNV8crI7ZJwUXifNx,When You Wish Upon A Star,Leigh Harline,5,Holiday,0.6,0.971,"{""Party"": 0.4, ""Holiday"": 0.6}"
spotify:track:6KuoF7UOcD0ezLBaZE3ToN,Joy To The World,Jewel,8,Holiday,0.75,0.8113,"{""Party"": 0.25, ""Holiday"": 0.75}"
spotify:track:0VisrTKDHx8vV91bb9zSzX,Winter Wonderland,Jewel,6,Holiday,0.8333,0.65,"{""Party"": 0.16666666666666666, ""Holiday"": 0.8333333333333334}"
spotify:track:7JGxKiGJJsW6QrtCoseaKX,O Holy Night,Jewel,9,Holiday,0.8889,0.5033,"{""Party"": 0.1111111111111111, ""Holiday"": 0.8888888888888888}"
spotify:track:6sUdoTxG56cZDVdYu0vEqi,O Little Town Of Bethlehem,Jewel,6,Holiday,0.8333,0.65,"{""Party"": 0.16666666666666666, ""Holiday"": 0.8333333333333334}"
spotify:track:5uHHz1LqyEOhjqWKd47vpE,Face Of Love,Jewel,5,Holiday,0.8,0.7219,"{""Party"": 0.2, ""Holiday"": 0.8}"
spotify:track:1JTAmVULQ0n5fXNg0Nsn6k,"Medley - (A)Go Tell It On The Mountain, (B) Life Uncommon (C) From A Distance",Jewel,6,Holiday,0.8333,0.65,"{""Party"": 0.16666666666666666, ""Holiday"": 0.8333333333333334}"
spotify:track:74Bx5aekQXJZJWHybEU71w,I Wonder As I Wander,Jewel,6,Holiday,0.8333,0.65,"{""Party"": 0.16666666666666666, ""Holiday"": 0.8333333333333334}"
spotify:track:0cpzzGxSlZzjfPhsmxK6On,Hands ( Christmas Version ),Jewel,5,Holiday,0.8,0.7219,"{""Party"": 0.2, ""Holiday"": 0.8}"
spotify:track:4Y51I8gG7HigQsQ1kFQ6UE,Gloria,Jewel,5,Holiday,0.8,0.7219,"{""Party"": 0.2, ""Holiday"": 0.8}"
spotify:track:1LJSniVKf2cSGY3LT1oqyk,Celebrating Nothing,Phantogram,5,Seasonal/Summer,0.4,1.9219,"{""Workout"": 0.2, ""Seasonal/Summer"": 0.4, ""Study/Focus"": 0.2, ""Sleep/Relax"": 0.2}"
spotify:track:0YoAVHXeEPPzZxK0xPQqYn,Point of Know Return,Kansas,7,Driving,0.4286,2.1281,"{""Sleep/Relax"": 0.14285714285714285, ""Driving"": 0.42857142857142855, ""DailyRoutine"": 0.14285714285714285, ""Party"": 0.14285714285714285, ""Romance/Wedding"": 0.14285714285714285}"
spotify:track:3Q5a188WhoyRU3t7O99EvK,Alfred Hitchcock Television Theme,Jeff Alexander,5,Holiday,0.6,0.971,"{""Party"": 0.4, ""Holiday"": 0.6}"
spotify:track:0cBTbpSTj66GXHBE4eJWdv,Sweet Dreams (Are Made Of This) - Sucker Punch: Original Motion Picture Soundtrack,Annie Lennox,5,Workout,0.4,1.9219,"{""Sleep/Relax"": 0.2, ""Seasonal/Summer"": 0.2, ""Workout"": 0.4, ""Holiday"": 0.2}"
spotify:track:4LI5XNSRJvqmZgeTdskRKR,Out Of Mind - Bonus Track,Tove Lo,6,Seasonal/Summer,0.5,1.4591,"{""Seasonal/Summer"": 0.5, ""Party"": 0.3333333333333333, ""Workout"": 0.16666666666666666}"
spotify:track:75KDfhPbmeet8kMY9cJZPt,Whispering,Alex Clare,5,DailyRoutine,0.2,2.3219,"{""DailyRoutine"": 0.2, ""Workout"": 0.2, ""Driving"": 0.2, ""Sleep/Relax"": 0.2, ""Study/Focus"": 0.2}"
spotify:track:3ifyEy9pIoaY1DbJ7o3LX0,No Turning Back,Russ,6,Driving,0.3333,1.9183,"{""Driving"": 0.3333333333333333, ""Study/Focus"": 0.16666666666666666, ""Seasonal/Summer"": 0.3333333333333333, ""Workout"": 0.16666666666666666}"
spotify:track:3p4WqtYWXEqO6iShUAZTAc,Got This,Russ,7,Driving,0.2857,2.2359,"{""Driving"": 0.2857142857142857, ""Study/Focus"": 0.14285714285714285, ""Sleep/Relax"": 0.14285714285714285, ""Seasonal/Summer"": 0.14285714285714285, ""Workout"": 0.2857142857142857}"
spotify:track:6HbGKJJqQ67K2TwzOndeTj,I Don't Care,NAV,5,Party,0.6,1.371,"{""Driving"": 0.2, ""Party"": 0.6, ""Workout"": 0.2}"
spotify:track:51UseDByqDUbRDQeRWqmhm,Amenamy,Purity Ring,7,Seasonal/Summer,0.2857,2.2359,"{""Workout"": 0.14285714285714285, ""Seasonal/Summer"": 0.2857142857142857, ""Holiday"": 0.14285714285714285, ""Driving"": 0.2857142857142857, ""Party"": 0.14285714285714285}"
spotify:track:5qC17VMNoZdF2gAw28FtsV,Monday Loop,Tomppabeats,5,Study/Focus,0.6,1.371,"{""DailyRoutine"": 0.2, ""Study/Focus"": 0.6, ""Seasonal/Summer"": 0.2}"
spotify:track:3IYAT3Rtlyqlo4ndbugxfl,17,Kings of Leon,5,Party,0.6,1.371,"{""Driving"": 0.2, ""Workout"": 0.2, ""Party"": 0.6}"
spotify:track:4VmY6eAwIcKuS6FWLP0sW3,We're on Our Way,Radical Face,8,Driving,0.25,2.25,"{""Driving"": 0.25, ""Party"": 0.125, ""Study/Focus"": 0.125, ""Worship"": 0.25, ""Sleep/Relax"": 0.25}"
spotify:track:2Ey6y1MP7KH78m4CHXqZU9,You Remind Me Of You,Jack Johnson,5,DailyRoutine,0.4,1.5219,"{""DailyRoutine"": 0.4, ""Sleep/Relax"": 0.2, ""Romance/Wedding"": 0.4}"
spotify:track:5ENTXq8hMLYOQj9BQcxjNS,Back In The U.S.A. - Single Version,Chuck Berry,6,Party,0.8333,0.65,"{""DailyRoutine"": 0.16666666666666666, ""Party"": 0.8333333333333334}"
spotify:track:3N1bQ9rnwVXIKClKx6vcpG,Fair Game,Sia,7,Driving,0.2857,2.2359,"{""Sleep/Relax"": 0.14285714285714285, ""Driving"": 0.2857142857142857, ""Party"": 0.2857142857142857, ""Workout"": 0.14285714285714285, ""Study/Focus"": 0.14285714285714285}"
spotify:track:1sdzJeHPly3FYIfXYs0POi,Learning to Be the Light,newworldson,8,Worship,0.875,0.5436,"{""Worship"": 0.875, ""Sleep/Relax"": 0.125}"
spotify:track:22hjY9GPL53RAWK06eNrvr,There Is A Way,newworldson,5,Worship,1.0,-0.0,"{""Worship"": 1.0}"
spotify:track:4K15d9zWX0Y3DmEhJa3xl7,Bring the Rain,MercyMe,5,Worship,1.0,-0.0,"{""Worship"": 1.0}"
spotify:track:1pl0dR5Of7PFJH6pJwAGQx,You Are,Colton Dixon,11,Worship,0.8182,0.8659,"{""Worship"": 0.8181818181818182, ""Workout"": 0.09090909090909091, ""Party"": 0.09090909090909091}"
spotify:track:6hWKw6EUuy3hxaNLy20YiX,No Matter What,Kerrie Roberts,6,Worship,0.6667,1.2516,"{""Worship"": 0.6666666666666666, ""Study/Focus"": 0.16666666666666666, ""Workout"": 0.16666666666666666}"
spotify:track:2IKUJURQfSQXg5lBLr4ubk,Hope Now,Addison Road,5,Worship,0.8,0.7219,"{""Worship"": 0.8, ""Party"": 0.2}"
spotify:track:0JBBdxj0dpxxQPuoFHrbrQ,I Turn To You,Selah,6,Worship,0.8333,0.65,"{""Worship"": 0.8333333333333334, ""Party"": 0.16666666666666666}"
spotify:track:5YkCQ9vybZGxDYe4gYqEjn,Strangely Dim,Francesca Battistelli,5,Worship,0.6,1.371,"{""Worship"": 0.6, ""Party"": 0.2, ""Sleep/Relax"": 0.2}"
spotify:track:4Nwo3JBczF5J9PmTRG1zqx,Lay It Down,Sanctus Real,5,Worship,1.0,-0.0,"{""Worship"": 1.0}"
spotify:track:4f02Qtm1Usu049RTMtVEqu,Love Will Save Your Soul,Grouplove,6,Driving,0.3333,1.9183,"{""Driving"": 0.3333333333333333, ""Workout"": 0.16666666666666666, ""Seasonal/Summer"": 0.3333333333333333, ""Study/Focus"": 0.16666666666666666}"
spotify:track:4hsncV3bzuB83dBJcnSCBl,Straight Out the Gate,Tech N9ne,5,Workout,0.8,0.7219,"{""Workout"": 0.8, ""Party"": 0.2}"
spotify:track:7iXECdzTvdd9jq8TiMtE6V,House of the Rising Sun - Season 4 Finale Version,The White Buffalo,5,Party,0.6,1.371,"{""Party"": 0.6, ""Study/Focus"": 0.2, ""Driving"": 0.2}"
spotify:track:4OchoJP9f6qiSycrX8iV9Z,6 Underground - Nellee Hooper Mix,Sneaker Pimps,9,Party,0.3333,1.8911,"{""Study/Focus"": 0.2222222222222222, ""Party"": 0.3333333333333333, ""Seasonal/Summer"": 0.1111111111111111, ""Sleep/Relax"": 0.3333333333333333}"
spotify:track:3kqC9r9ilM63AogQ47RVpu,Jersey Girl - Live,Bruce Springsteen,6,Seasonal/Summer,0.3333,1.585,"{""Seasonal/Summer"": 0.3333333333333333, ""Driving"": 0.3333333333333333, ""Party"": 0.3333333333333333}"
spotify:track:6kXGGyEPSRS1g9Ltm70jo9,Love the One You're With,"Crosby, Stills & Nash",6,Seasonal/Summer,0.5,1.7925,"{""Seasonal/Summer"": 0.5, ""Study/Focus"": 0.16666666666666666, ""DailyRoutine"": 0.16666666666666666, ""Romance/Wedding"": 0.16666666666666666}"
spotify:track:2q4jdppgE7GBACQ3NRejVT,Wish You A Merry Christmas,Kim Weston,10,Holiday,0.8,0.7219,"{""Party"": 0.2, ""Holiday"": 0.8}"
spotify:track:5kw22LVLF8z4Of0BgPrzfo,Reunion,The xx,6,Sleep/Relax,0.5,1.0,"{""Sleep/Relax"": 0.5, ""Study/Focus"": 0.5}"
spotify:track:5MtN38MGEWJt60LwtBmFNP,Texas Flood,Stevie Ray Vaughan,9,Driving,0.3333,2.4194,"{""Seasonal/Summer"": 0.1111111111111111, ""Romance/Wedding"": 0.1111111111111111, ""Driving"": 0.3333333333333333, ""Party"": 0.2222222222222222, ""DailyRoutine"": 0.1111111111111111, ""Study/Focus"": 0.1111111111111111}"
spotify:track:41ipOYFGT2MW4dvOPkoK1f,Muse,PARTYNEXTDOOR,8,Sleep/Relax,0.5,1.5,"{""Driving"": 0.25, ""Party"": 0.25, ""Sleep/Relax"": 0.5}"
spotify:track:60TLXtuWCazGvx89RvxgOs,Let It Snow (featuring Brian McKnight Jr. and Nikolas McKnight),Nikolas McKnight,5,Holiday,0.8,0.7219,"{""Party"": 0.2, ""Holiday"": 0.8}"
spotify:track:1hlSU2dSXytehUIWL16kao,Miami 82 - Lucas Silow Remix,Syn Cole,7,Party,0.4286,1.5567,"{""Party"": 0.42857142857142855, ""Seasonal/Summer"": 0.2857142857142857, ""Workout"": 0.2857142857142857}"
spotify:track:2eM4Ew20VXdjBhm6a6Cs9l,Flow with It (You Got Me Feeling Like),St. Paul & The Broken Bones,6,Party,0.5,1.7925,"{""Romance/Wedding"": 0.16666666666666666, ""Party"": 0.5, ""Driving"": 0.16666666666666666, ""Workout"": 0.16666666666666666}"
spotify:track:5lcVmjJq1IrGYxpVLB0oKk,Lonely East TX Nights,Whiskey Myers,5,Romance/Wedding,0.4,1.9219,"{""Romance/Wedding"": 0.4, ""Party"": 0.2, ""Seasonal/Summer"": 0.2, ""Driving"": 0.2}"
spotify:track:0QjhfF1zVLwiJxCoXwu6pC,Something New,Faul,5,Workout,0.4,1.5219,"{""Workout"": 0.4, ""Sleep/Relax"": 0.2, ""Party"": 0.4}"
spotify:track:5unEdIlX9AdoNoQFw5m5ZM,Mister Santa,Amy Grant,9,Holiday,1.0,-0.0,"{""Holiday"": 1.0}"
spotify:track:4XsH9zBWPOCdXoH9ZDdS8r,Superfly,Curtis Mayfield,8,Workout,0.25,2.25,"{""Workout"": 0.25, ""Party"": 0.25, ""Romance/Wedding"": 0.125, ""Seasonal/Summer"": 0.125, ""DailyRoutine"": 0.25}"
spotify:track:5EGJ7e7frJjYja6H4afzoT,Bambro Koyo Ganda,Bonobo,5,Driving,0.4,1.5219,"{""Driving"": 0.4, ""Sleep/Relax"": 0.4, ""Study/Focus"": 0.2}"
spotify:track:5iXWkUMZYRZADokxXnniYt,Steve McQueen,M83,7,Driving,0.4286,1.8424,"{""Driving"": 0.42857142857142855, ""Party"": 0.2857142857142857, ""Seasonal/Summer"": 0.14285714285714285, ""Sleep/Relax"": 0.14285714285714285}"
spotify:track:5xLI7kN25nQGZADi7uIBBI,Solitude,M83,7,Seasonal/Summer,0.4286,1.8424,"{""Driving"": 0.2857142857142857, ""Party"": 0.14285714285714285, ""Seasonal/Summer"": 0.42857142857142855, ""Sleep/Relax"": 0.14285714285714285}"
spotify:track:4IdiGMOzEYXOh2897XOV8i,Touch It / Technologic,Daft Punk,5,Driving,0.4,1.5219,"{""Driving"": 0.4, ""Sleep/Relax"": 0.4, ""Study/Focus"": 0.2}"
spotify:track:0lOe1dR2TNkJMCjIcRuw6T,Westside Story,The Game,5,Workout,0.8,0.7219,"{""Workout"": 0.8, ""Seasonal/Summer"": 0.2}"
spotify:track:5pV1I2GMRhRVMRUmIHQe77,This Is Not The End,Gungor,6,Worship,0.6667,1.2516,"{""Party"": 0.16666666666666666, ""Worship"": 0.6666666666666666, ""Driving"": 0.16666666666666666}"
spotify:track:4b3sAxlH3wN8fdfXERRGWj,If It Kills Me,Jason Mraz,6,Sleep/Relax,0.3333,2.2516,"{""Sleep/Relax"": 0.3333333333333333, ""DailyRoutine"": 0.16666666666666666, ""Romance/Wedding"": 0.16666666666666666, ""Driving"": 0.16666666666666666, ""Study/Focus"": 0.16666666666666666}"
spotify:track:5v7jpMczdXcTeTgQBuFDHb,Ordinary Love,Ben Rector,8,Driving,0.375,1.8113,"{""Driving"": 0.375, ""DailyRoutine"": 0.125, ""Romance/Wedding"": 0.375, ""Study/Focus"": 0.125}"
spotify:track:6nT4NFFH5nbXleO1FiJNhu,Empire,Of Monsters and Men,13,Driving,0.5385,1.823,"{""Driving"": 0.5384615384615384, ""Seasonal/Summer"": 0.23076923076923078, ""Party"": 0.07692307692307693, ""Study/Focus"": 0.07692307692307693, ""Sleep/Relax"": 0.07692307692307693}"
spotify:track:4yIhqJ1EXFjt1pzSpWVBXw,Synthesizers,Butch Walker and The Black Widows,7,Driving,0.4286,1.4488,"{""Driving"": 0.42857142857142855, ""Seasonal/Summer"": 0.42857142857142855, ""Sleep/Relax"": 0.14285714285714285}"
spotify:track:5e3UWcbvTaF5CJWu81MqlQ,"Cruisin' for a Bruisin' - From ""Teen Beach Movie""",Austin Moon,8,Party,0.375,2.1556,"{""Workout"": 0.25, ""Party"": 0.375, ""DailyRoutine"": 0.125, ""Driving"": 0.125, ""Seasonal/Summer"": 0.125}"
spotify:track:2Ey4ub4XHxBYAkOsBXI6gk,Ball so Hard,Stooki Sound,9,Party,0.4444,1.7527,"{""Workout"": 0.3333333333333333, ""Party"": 0.4444444444444444, ""Holiday"": 0.1111111111111111, ""Driving"": 0.1111111111111111}"
spotify:track:1UiKUFbCfgbVjwY8W657Pv,When You're In Love With A Beautiful Woman,Dr. Hook,5,Sleep/Relax,0.4,1.9219,"{""Sleep/Relax"": 0.4, ""Party"": 0.2, ""Driving"": 0.2, ""Workout"": 0.2}"
spotify:track:15qcvnZpEPLwGdbDJSDcm5,Cruel To Be Kind,Nick Lowe,5,Sleep/Relax,0.2,2.3219,"{""Sleep/Relax"": 0.2, ""Party"": 0.2, ""Driving"": 0.2, ""Study/Focus"": 0.2, ""Seasonal/Summer"": 0.2}"
spotify:track:22wxe2Yc9JzihICXYLGAQ7,Big Shot,Billy Joel,7,Sleep/Relax,0.4286,2.1281,"{""Sleep/Relax"": 0.42857142857142855, ""Workout"": 0.14285714285714285, ""Gaming"": 0.14285714285714285, ""Driving"": 0.14285714285714285, ""Party"": 0.14285714285714285}"
spotify:track:0f62w1teOSaYgKObtzygaR,Bad Habits - uncut,Maxwell,9,Romance/Wedding,0.5556,1.6577,"{""Romance/Wedding"": 0.5555555555555556, ""Sleep/Relax"": 0.2222222222222222, ""Driving"": 0.1111111111111111, ""Study/Focus"": 0.1111111111111111}"
spotify:track:1TFui640dnG5YInNTqY4SX,Six-Pack Summer,Phil Vassar,5,Seasonal/Summer,0.8,0.7219,"{""Seasonal/Summer"": 0.8, ""Party"": 0.2}"
spotify:track:1tegJvaIXMZxnCGNzjJXB5,I'll Be Home for Christmas,Johnny Mathis,7,Holiday,1.0,-0.0,"{""Holiday"": 1.0}"
spotify:track:4rl8vMMXduxNW43Js7NxqN,Somebody That I Used to Know,Walk Off the Earth,5,Sleep/Relax,0.4,1.9219,"{""DailyRoutine"": 0.2, ""Sleep/Relax"": 0.4, ""Driving"": 0.2, ""Seasonal/Summer"": 0.2}"
spotify:track:03wn5kP9qGwFHz2hpP2GrY,Little Drop Of Poison,Tom Waits,7,DailyRoutine,0.2857,1.9502,"{""DailyRoutine"": 0.2857142857142857, ""Holiday"": 0.2857142857142857, ""Party"": 0.2857142857142857, ""Driving"": 0.14285714285714285}"
spotify:track:6Cr0TTE9oGeY3KA1VpUmWB,Give It Up,Pepper,7,Sleep/Relax,0.4286,1.8424,"{""Party"": 0.14285714285714285, ""Driving"": 0.2857142857142857, ""Seasonal/Summer"": 0.14285714285714285, ""Sleep/Relax"": 0.42857142857142855}"
