sample_id,name_key,name,n_playlists,has_purpose,purpose_note,confidence,model,standard_category
34206,study~~~,study~~~,1,yes,Study music for focus,high,gpt-4o-mini,Study/Focus
34215,stu{dying},stu{dying},1,yes,Study music for focus,high,gpt-4o-mini,Study/Focus
34216,stu~dying~,stu~dying~,1,yes,Study music for focus,high,gpt-4o-mini,Study/Focus
34248,summatime!!,Summatime!!,1,yes,summer vibes playlist,mid,gpt-4o-mini,Seasonal/Summer
34250,summer ! !,summer ! !,1,yes,summer vibes playlist,mid,gpt-4o-mini,Seasonal/Summer
34251,summer !!!,summer !!!,1,yes,summer vibes playlist,mid,gpt-4o-mini,Seasonal/Summer
34252,summer !!!!!,Summer !!!!!,1,yes,summer vibes playlist,mid,gpt-4o-mini,Seasonal/Summer
34253,summer !!!!! !!,summer !!!!! !!,1,yes,summer vibes playlist,mid,gpt-4o-mini,Seasonal/Summer
34258,summer '17 !!,Summer '17 !!,1,yes,summer vibes playlist,mid,gpt-4o-mini,Seasonal/Summer
34259,summer '17!,Summer '17!,1,yes,summer vibes playlist,mid,gpt-4o-mini,Seasonal/Summer
34260,summer '17!!!,summer '17!!!,1,yes,summer vibes playlist,mid,gpt-4o-mini,Seasonal/Summer
34261,summer '17!!!!!,Summer '17!!!!!,1,yes,summer vibes playlist,mid,gpt-4o-mini,Seasonal/Summer
34269,summer 17 !!!!,summer 17 !!!!,1,yes,summer vibes playlist,mid,gpt-4o-mini,Seasonal/Summer
34270,summer 17 !!!!!,SUMMER 17 !!!!!,1,yes,summer vibes playlist,mid,gpt-4o-mini,Seasonal/Summer
34311,summer beats!,Summer Beats!,1,yes,Summer music vibes,high,gpt-4o-mini,Seasonal/Summer
34312,summer bops//,summer bops//,1,yes,Upbeat summer songs,high,gpt-4o-mini,Seasonal/Summer
34313,summer camp :),Summer Camp :),1,yes,Summer camp activities,high,gpt-4o-mini,Seasonal/Summer
34314,summer camp!,Summer Camp!,1,yes,Summer camp activities,high,gpt-4o-mini,Seasonal/Summer
34315,summer chill :),summer chill :),1,yes,Relaxing summer tunes,high,gpt-4o-mini,Sleep/Relax
34316,summer chill!,summer chill!,1,yes,Relaxing summer tunes,high,gpt-4o-mini,Sleep/Relax
34317,summer chill...,Summer Chill...,1,yes,Relaxing summer tunes,high,gpt-4o-mini,Sleep/Relax
34318,summer chill:),summer chill:),1,yes,Relaxing summer tunes,high,gpt-4o-mini,Sleep/Relax
34319,summer country :),summer country :),1,yes,Summer country music,high,gpt-4o-mini,Seasonal/Summer
34323,summer days =),Summer Days =),1,yes,for summer days,mid,gpt-4o-mini,Seasonal/Summer
34325,summer drive!,summer drive!,1,yes,for summer driving,high,gpt-4o-mini,Driving
34326,summer drive!!,summer drive!!,1,yes,for summer driving,high,gpt-4o-mini,Driving
34327,summer driving :),summer driving :),1,yes,for summer driving,high,gpt-4o-mini,Driving
34328,summer fun !!,summer fun !!,1,yes,for summer fun,high,gpt-4o-mini,Seasonal/Summer
34329,summer fun!!!!!!,summer FUN!!!!!!,1,yes,for summer fun,high,gpt-4o-mini,Seasonal/Summer
34344,summer party!,Summer Party!,1,yes,for summer parties,high,gpt-4o-mini,Party
34345,summer party!!!,SUMMER PARTY!!!,1,yes,for summer parties,high,gpt-4o-mini,Party
34346,summer party!!!!! :),Summer Party!!!!! :),1,yes,for summer parties,high,gpt-4o-mini,Party
34347,summer party:),summer party:),1,yes,for summer parties,high,gpt-4o-mini,Party
34348,summer road trip!!,summer road trip!!,1,yes,for summer road trips,high,gpt-4o-mini,Driving
34350,summer run.,Summer Run.,1,yes,for summer running,high,gpt-4o-mini,Workout
34360,summer tunes!,Summer Tunes!,1,yes,Summer listening,high,gpt-4o-mini,Seasonal/Summer
34361,summer tunes!!,summer tunes!!,1,yes,Summer listening,high,gpt-4o-mini,Seasonal/Summer
34362,summer tunes.,summer tunes.,1,yes,Summer listening,high,gpt-4o-mini,Seasonal/Summer
34363,summer vibe ;),Summer Vibe ;),1,yes,Summer listening,high,gpt-4o-mini,Seasonal/Summer
34364,summer vibes :(:,summer vibes :(:,1,yes,Summer listening,high,gpt-4o-mini,Seasonal/Summer
34365,summer vibes :)),summer vibes :)),1,yes,Summer listening,high,gpt-4o-mini,Seasonal/Summer
34366,summer vibes!!,Summer Vibes!!,1,yes,Summer listening,high,gpt-4o-mini,Seasonal/Summer
34367,summer vibes!!!!,summer vibes!!!!,1,yes,Summer listening,high,gpt-4o-mini,Seasonal/Summer
34368,summer vibes*~,summer vibes*~,1,yes,Summer listening,high,gpt-4o-mini,Seasonal/Summer
34369,summer vibes:)))),summer vibes:)))),1,yes,Summer listening,high,gpt-4o-mini,Seasonal/Summer
34370,summer vibes~,summer vibes~,1,yes,Summer listening,high,gpt-4o-mini,Seasonal/Summer
34371,summer vibes~~~,summer vibes~~~,1,yes,Summer listening,high,gpt-4o-mini,Seasonal/Summer
34372,summer workout!,Summer workout!,1,yes,Workout music,high,gpt-4o-mini,Workout
34388,summer/party,summer/party,1,yes,Party music,high,gpt-4o-mini,Party
34389,summer/roadtrip,Summer/Roadtrip,1,yes,Roadtrip music,high,gpt-4o-mini,Driving
34408,summer_jams,Summer_Jams,1,yes,summer party vibes,high,gpt-4o-mini,Party
34410,summerchill,summerchill,1,yes,chill summer moments,high,gpt-4o-mini,Sleep/Relax
34416,summertime sadness.,summertime sadness.,1,yes,melancholic summer mood,high,gpt-4o-mini,Seasonal/Summer
34430,sunday !!!!!,SUNDAY !!!!!,1,yes,Sunday relaxation,high,gpt-4o-mini,Sleep/Relax
34431,sunday :),Sunday :),1,yes,casual Sunday vibes,high,gpt-4o-mini,Other_Purpose
34432,sunday afternoon :),sunday afternoon :),1,yes,afternoon relaxation,high,gpt-4o-mini,Sleep/Relax
34433,sunday morning..,sunday morning..,1,yes,morning chill,high,gpt-4o-mini,Sleep/Relax
34434,sunday morning:),sunday morning:),1,yes,morning relaxation,high,gpt-4o-mini,Sleep/Relax
34438,sunday worship!,Sunday Worship!,1,yes,worship on Sunday,high,gpt-4o-mini,Worship
34444,sunny day!,sunny day!,1,yes,for a sunny day,mid,gpt-4o-mini,Seasonal/Summer
34445,sunny day.,Sunny Day.,1,yes,for a sunny day,mid,gpt-4o-mini,Seasonal/Summer
34446,sunny days!!!,Sunny Days!!!,1,yes,for a sunny day,mid,gpt-4o-mini,Seasonal/Summer
34447,sunny days.,sunny days.,1,yes,for a sunny day,mid,gpt-4o-mini,Seasonal/Summer
34453,sunset:),Sunset:),1,yes,for sunset moments,mid,gpt-4o-mini,Other_Purpose
34471,surfs up!,Surfs Up!,1,yes,for surfing vibes,mid,gpt-4o-mini,Other_Purpose
34472,surfs up!!!,Surfs up!!!,1,yes,for surfing vibes,mid,gpt-4o-mini,Other_Purpose
34487,sweat it out.,sweat it out.,1,yes,workout or exercise,high,gpt-4o-mini,Workout
34488,sweat.it.out.,Sweat.It.Out.,1,yes,workout or exercise,high,gpt-4o-mini,Workout
34489,sweater weather!,sweater weather!,1,yes,seasonal listening,high,gpt-4o-mini,Other_Purpose
34490,sweet 16 :),Sweet 16 :),1,yes,birthday celebration,high,gpt-4o-mini,Party
34491,sweet 16 ~,Sweet 16 ~,1,yes,birthday celebration,high,gpt-4o-mini,Party
34492,sweet 16!!,sweet 16!!,1,yes,birthday celebration,high,gpt-4o-mini,Party
34493,sweet 16.,Sweet 16.,1,yes,birthday celebration,high,gpt-4o-mini,Party
34495,sweet dreams :),sweet dreams :),1,yes,sleep or relaxation,high,gpt-4o-mini,Sleep/Relax
34496,sweet dreams..,sweet dreams..,1,yes,sleep or relaxation,high,gpt-4o-mini,Sleep/Relax
34499,sweet sixteen !!,sweet sixteen !!,1,yes,birthday celebration,high,gpt-4o-mini,Party
34500,sweet sixteen ;),Sweet Sixteen ;),1,yes,birthday celebration,high,gpt-4o-mini,Party
34501,sweet sixteen!!!!!,sweet sixteen!!!!!,1,yes,birthday celebration,high,gpt-4o-mini,Party
34503,sweet summertime :)(:,Sweet summertime :)(:,1,yes,seasonal listening,high,gpt-4o-mini,Seasonal/Summer
34507,sweet.dreams,sweet.dreams,1,yes,sleep or relaxation,high,gpt-4o-mini,Sleep/Relax
34516,swim!,swim!,1,yes,activity or exercise,high,gpt-4o-mini,Workout
34517,swim!!!!:$$$,swim!!!!:$$$,1,yes,activity or exercise,high,gpt-4o-mini,Workout
34518,swimming!,swimming!,1,yes,activity or exercise,high,gpt-4o-mini,Workout
34519,swimming!!,Swimming!!,1,yes,activity or exercise,high,gpt-4o-mini,Workout
34542,tacos :),Tacos :),1,yes,food-related gathering,mid,gpt-4o-mini,Party
34543,tacos!!,Tacos!!,1,yes,food-related gathering,mid,gpt-4o-mini,Party
34544,tailgate!!!!!,tailgate!!!!!,1,yes,social event,mid,gpt-4o-mini,Party
34545,tailgate),tailgate),1,yes,social event,mid,gpt-4o-mini,Party
34548,take a chill pill(;,take a chill pill(;,1,yes,relaxation,mid,gpt-4o-mini,Sleep/Relax
34549,take a chill pill.,Take a Chill Pill.,1,yes,relaxation,mid,gpt-4o-mini,Sleep/Relax
34551,take it easy.,Take it easy.,1,yes,relaxation,mid,gpt-4o-mini,Sleep/Relax
34552,take it slow.,take it slow.,1,yes,relaxation,mid,gpt-4o-mini,Sleep/Relax
34553,take me back :(,take me back :(,1,yes,nostalgia,mid,gpt-4o-mini,Other_Purpose
34554,take me back ;,take me back ;,1,yes,nostalgia,mid,gpt-4o-mini,Other_Purpose
34555,take me back..,Take me back..,1,yes,nostalgia,mid,gpt-4o-mini,Other_Purpose
34556,take me home.,take me home.,1,yes,nostalgia,mid,gpt-4o-mini,Other_Purpose
34559,take.a.chill.pill,take.a.chill.pill,1,yes,relaxation,mid,gpt-4o-mini,Sleep/Relax
34561,take.it.easy,take.it.easy,1,yes,relaxing or unwinding,high,gpt-4o-mini,Sleep/Relax
34570,tanning!,Tanning!,1,yes,sunbathing or relaxing,high,gpt-4o-mini,Sleep/Relax
34579,taxi!,Taxi!,1,yes,traveling or commuting,high,gpt-4o-mini,Party
34598,tea party!!!,Tea party!!!,1,yes,social gathering or celebration,high,gpt-4o-mini,Party
34599,tea time.,tea time.,1,yes,afternoon relaxation,high,gpt-4o-mini,Sleep/Relax
34614,teen party !!!,Teen Party !!!,1,yes,for a teen party,high,gpt-4o-mini,Party
34623,tennis :),tennis :),1,yes,for tennis activities,mid,gpt-4o-mini,Other_Purpose
34634,tgif!!,TGIF!!,1,yes,for Friday celebrations,high,gpt-4o-mini,Party
34635,tgif!!!,tgif!!!,1,yes,for Friday celebrations,high,gpt-4o-mini,Party
34636,tgif!!!!,TGIF!!!!,1,yes,for Friday celebrations,high,gpt-4o-mini,Party
34644,thanksgiving!,thanksgiving!,1,yes,Thanksgiving celebration music,high,gpt-4o-mini,Party
34703,the drive.,The Drive.,1,yes,Driving music,high,gpt-4o-mini,Driving
34736,the jams!,The Jams!,1,yes,for a fun gathering,mid,gpt-4o-mini,Party
34759,the party!!!!!!,the party!!!!!!,1,yes,for a party atmosphere,high,gpt-4o-mini,Party
34760,the party!!!!!!!,The Party!!!!!!!,1,yes,Party atmosphere,high,gpt-4o-mini,Party
34765,the ride.,The Ride.,1,yes,Road trip or travel,mid,gpt-4o-mini,Party
34780,the wedding!,The Wedding!,1,yes,Wedding celebration,high,gpt-4o-mini,Party
34781,the wedding!!!,THE WEDDING!!!,1,yes,Wedding celebration,high,gpt-4o-mini,Party
34795,the.drive,the.drive,1,yes,Driving or travel,mid,gpt-4o-mini,Party
34821,thinking music ..,thinking music ..,1,yes,reflective listening,mid,gpt-4o-mini,Other_Purpose
34822,thinking music.,Thinking music.,1,yes,reflective listening,mid,gpt-4o-mini,Other_Purpose
34823,thinking music...,thinking music...,1,yes,reflective listening,mid,gpt-4o-mini,Other_Purpose
34838,this is halloween!!,This Is Halloween!!,1,yes,Halloween celebration,mid,gpt-4o-mini,Party
34859,throw back !!,throw back !!,1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34860,throw back!!,Throw back!!,1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34861,throw back!!!!!,Throw back!!!!!,1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34862,throw backs (;,throw backs (;,1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34863,throw backs! :)),Throw backs! :)),1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34864,throw backs!!!!,THROW BACKS!!!!,1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34865,throw backs:),throw backs:),1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34866,throw back~~~,throw back~~~,1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34867,throw it back !,Throw it back !,1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34868,throw it back !!!,throw it back !!!,1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34869,throw it back!,Throw it Back!,1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34870,throw it back!!,Throw it Back!!,1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34871,throw it back!!!,Throw it back!!!,1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34872,throw it back:).,throw it back:).,1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34873,"throwback (,:","Throwback (,:",1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34874,throwback (;,throwback (;,1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34875,throwback //,throwback //,1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34876,throwback :)))),throwback :)))),1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34877,throwback :)))))),throwback :)))))),1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34878,throwback bangers!,Throwback Bangers!,1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34879,throwback bops.,throwback bops.,1,yes,nostalgic listening experience,high,gpt-4o-mini,Other_Purpose
34895,throwback thursday;),throwback thursday;),1,yes,Throwback Thursday vibes,high,gpt-4o-mini,Other_Purpose
34908,throwback/party,THROWBACK/PARTY,1,yes,Throwback party playlist,high,gpt-4o-mini,Party
34935,throwin it back!,throwin it back!,1,yes,nostalgic music for fun,high,gpt-4o-mini,Other_Purpose
34936,throwin it back.,throwin it back.,1,yes,nostalgic music for fun,high,gpt-4o-mini,Other_Purpose
34937,throwin' it back!,Throwin' it Back!,1,yes,nostalgic music for fun,high,gpt-4o-mini,Other_Purpose
34938,throwin' it back!!,throwin' it back!!,1,yes,nostalgic music for fun,high,gpt-4o-mini,Other_Purpose
34939,throwin' it back!!!,throwin' it back!!!,1,yes,nostalgic music for fun,high,gpt-4o-mini,Other_Purpose
34951,thursday!,THURSDAY!,1,yes,music for Thursday vibes,high,gpt-4o-mini,Other_Purpose
34952,thursday!!,Thursday!!,1,yes,music for Thursday vibes,high,gpt-4o-mini,Other_Purpose
34969,tired.,Tired.,1,yes,feeling tired or sleepy,mid,gpt-4o-mini,Sleep/Relax
34970,tis the season...,Tis the season...,1,yes,holiday season vibes,high,gpt-4o-mini,Holiday
34974,to dance....,to dance....,1,yes,dance party,mid,gpt-4o-mini,Party
34975,to learn.,TO LEARN.,1,yes,learning context,mid,gpt-4o-mini,Other_Purpose
34976,to learn...,To Learn...,1,yes,learning context,mid,gpt-4o-mini,Other_Purpose
34977,to learn....,To learn....,1,yes,learning context,mid,gpt-4o-mini,Other_Purpose
34978,to listen to :),to listen to :),1,yes,casual listening,mid,gpt-4o-mini,Other_Purpose
34979,to listen...,To Listen...,1,yes,casual listening,mid,gpt-4o-mini,Other_Purpose
34980,to listen:,To Listen:,1,yes,casual listening,mid,gpt-4o-mini,Other_Purpose
34981,to relax,To Relax,1,yes,relaxation,high,gpt-4o-mini,Sleep/Relax
34982,to relax...,To relax...,1,yes,relaxation,mid,gpt-4o-mini,Sleep/Relax
34983,to share :),to share :),1,yes,sharing music,mid,gpt-4o-mini,Other_Purpose
34984,to share.,to share.,1,yes,sharing music,mid,gpt-4o-mini,Other_Purpose
34990,to_listen,to_listen,1,yes,casual listening,mid,gpt-4o-mini,Other_Purpose
34999,today's hits!,Today's Hits!,1,yes,current popular songs,high,gpt-4o-mini,Other_Purpose
35001,todays hits :),todays hits :),1,yes,current popular songs,high,gpt-4o-mini,Other_Purpose
35002,todays hits:,Todays hits:,1,yes,current popular songs,high,gpt-4o-mini,Other_Purpose
35017,too turnt!,too turnt!,1,yes,party or celebration,mid,gpt-4o-mini,Party
35018,too turnt~~,Too TurNt~~,1,yes,party or celebration,mid,gpt-4o-mini,Party
35022,top 10:,Top 10:,1,yes,popular songs ranking,high,gpt-4o-mini,Other_Purpose
35023,top 40!!,Top 40!!,1,yes,popular songs ranking,high,gpt-4o-mini,Other_Purpose
35024,top hits (:,top hits (:,1,yes,popular songs,high,gpt-4o-mini,Other_Purpose
35025,top hits .,Top Hits .,1,yes,popular songs,high,gpt-4o-mini,Other_Purpose
35026,top hits!!,Top hits!!,1,yes,popular songs,high,gpt-4o-mini,Other_Purpose
35027,top hits;),Top hits;),1,yes,popular songs,high,gpt-4o-mini,Other_Purpose
35029,top songs!!!,top songs!!!,1,yes,popular songs,high,gpt-4o-mini,Other_Purpose
35030,top songs.,top songs.,1,yes,popular songs,high,gpt-4o-mini,Other_Purpose
35049,trail mix!!!,TRAIL MIX!!!,1,yes,mix for a trail or outdoor activity,mid,gpt-4o-mini,Other_Purpose
35052,training!,Training!,1,yes,for training or exercise,high,gpt-4o-mini,Workout
35053,training.,Training.,1,yes,for training or exercise,high,gpt-4o-mini,Workout
35086,travel !,TRAVEL !,1,yes,for traveling,high,gpt-4o-mini,Party
35087,travel music!,travel music!,1,yes,for traveling,high,gpt-4o-mini,Party
35088,travel songs :),Travel Songs :),1,yes,for traveling,high,gpt-4o-mini,Party
35089,travel songs!,Travel Songs!,1,yes,for traveling,high,gpt-4o-mini,Party
35090,travel tunes!,Travel Tunes!,1,yes,for traveling,high,gpt-4o-mini,Party
35091,travel tunes.,travel tunes.,1,yes,for traveling,high,gpt-4o-mini,Party
35092,travel(:,travel(:,1,yes,for traveling,high,gpt-4o-mini,Party
35093,traveling ;),Traveling ;),1,yes,for traveling,high,gpt-4o-mini,Party
35094,traveling!,traveling!,1,yes,for traveling,high,gpt-4o-mini,Party
35108,trip !,trip !,1,yes,for traveling,high,gpt-4o-mini,Party
35109,trip!!,Trip!!,1,yes,for traveling,high,gpt-4o-mini,Party
35110,trip!!!,Trip!!!,1,yes,for traveling,high,gpt-4o-mini,Party
35115,trippin!,trippin!,1,yes,for traveling,high,gpt-4o-mini,Party
35119,trips!!!,TRIPS!!!,1,yes,for traveling,high,gpt-4o-mini,Party
35139,try this.,Try this.,1,yes,suggestion to listen,mid,gpt-4o-mini,Other_Purpose
35140,try this:,Try This:,1,yes,suggestion to listen,mid,gpt-4o-mini,Other_Purpose
35141,træning,træning,1,yes,activity/situation: workout,mid,gpt-4o-mini,Workout
35147,tuesday !!!!!!!,tuesday !!!!!!!,1,yes,time/season/event: Tuesday,mid,gpt-4o-mini,Other_Purpose
35165,turn tf up!,Turn TF Up!,1,yes,party or celebration,high,gpt-4o-mini,Party
35166,turn tf up.,TURN TF UP.,1,yes,party or celebration,high,gpt-4o-mini,Party
35167,turn up !!!,Turn up !!!,1,yes,party or celebration,high,gpt-4o-mini,Party
35168,turn up !!!!,TURN UP !!!!,1,yes,party or celebration,high,gpt-4o-mini,Party
35169,turn up !!!!!!!,Turn Up !!!!!!!,1,yes,party or celebration,high,gpt-4o-mini,Party
35173,turn up!!!!!!!,TURN UP!!!!!!!,1,yes,party or celebration,high,gpt-4o-mini,Party
35174,turn up!!!!!!!!,turn up!!!!!!!!,1,yes,party or celebration,high,gpt-4o-mini,Party
35175,turn up!!!!!!!!!!,turn up!!!!!!!!!!,1,yes,party or celebration,high,gpt-4o-mini,Party
35181,turnt !,turnt !,1,yes,party or celebration,high,gpt-4o-mini,Party
35182,turnt !!,turnt !!,1,yes,party or celebration,high,gpt-4o-mini,Party
35183,turnt !!!!,TURNT !!!!,1,yes,party or celebration,high,gpt-4o-mini,Party
35188,turnt af$$$,turnt af$$$,1,yes,party or celebration,high,gpt-4o-mini,Party
35189,turnt af.,TURNT AF.,1,yes,party or celebration,high,gpt-4o-mini,Party
35191,turnt up //,turnt up //,1,yes,party or celebration,high,gpt-4o-mini,Party
35192,turnt up :),turnt up :),1,yes,party or celebration,high,gpt-4o-mini,Party
35193,turnt up!!,Turnt up!!,1,yes,party or celebration,high,gpt-4o-mini,Party
35194,turnt up!!!!,Turnt UP!!!!,1,yes,party or celebration,high,gpt-4o-mini,Party
35195,turnt!!,turnt!!,1,yes,party or celebration,high,gpt-4o-mini,Party
35201,turnup!!,turnup!!,1,yes,party atmosphere,high,gpt-4o-mini,Party
35202,turnup;),turnup;),1,yes,party atmosphere,high,gpt-4o-mini,Party
35214,twerk :),twerk :),1,yes,dance context,high,gpt-4o-mini,Party
35215,twerk!!,twerk!!,1,yes,dance context,high,gpt-4o-mini,Party
35216,twerk$,TWerk$,1,yes,dance context,high,gpt-4o-mini,Party
35217,twerk(:,TWERK(:,1,yes,dance context,high,gpt-4o-mini,Party
35218,twerk.it,Twerk.it,1,yes,dance context,high,gpt-4o-mini,Party
35255,ukulele!,Ukulele!,1,yes,playful ukulele music,mid,gpt-4o-mini,Other_Purpose
35257,ultimate christmas playlist!!!!!!!!,ultimate christmas playlist!!!!!!!!,1,yes,Christmas celebration music,high,gpt-4o-mini,Party
35270,under the stars :(,under the stars :(,1,yes,romantic night under stars,mid,gpt-4o-mini,Romance/Wedding
35290,up beat.,up beat.,1,yes,upbeat music for energy,mid,gpt-4o-mini,Other_Purpose
35292,up north!,Up North!,1,yes,music for a trip up north,mid,gpt-4o-mini,Driving
35297,upbeat (:,upbeat (:,1,yes,upbeat music for positivity,mid,gpt-4o-mini,Other_Purpose
35298,upbeat :),upbeat :),1,yes,upbeat music for positivity,mid,gpt-4o-mini,Other_Purpose
35299,upbeat :)),upbeat :)),1,yes,upbeat music for positivity,mid,gpt-4o-mini,Other_Purpose
35300,upbeat indie.,upbeat indie.,1,yes,indie music for upbeat vibes,mid,gpt-4o-mini,Other_Purpose
35301,upbeat music :)),Upbeat Music :)),1,yes,upbeat music for positivity,mid,gpt-4o-mini,Other_Purpose
35302,upbeat songs !!!,upbeat songs !!!,1,yes,upbeat songs for energy,mid,gpt-4o-mini,Other_Purpose
35303,upbeat songs ^^,upbeat songs ^^,1,yes,upbeat songs for energy,mid,gpt-4o-mini,Other_Purpose
35304,upbeat songs!,Upbeat songs!,1,yes,upbeat songs for energy,mid,gpt-4o-mini,Other_Purpose
35305,upbeat worship!!,Upbeat Worship!!,1,yes,uplifting music for worship,mid,gpt-4o-mini,Workout
35314,uplift!,Uplift!,1,yes,music to uplift your mood,mid,gpt-4o-mini,Other_Purpose
35315,uplift:),Uplift:),1,yes,music to uplift your mood,mid,gpt-4o-mini,Other_Purpose
35316,uplifting!,Uplifting!,1,yes,music to uplift your mood,mid,gpt-4o-mini,Workout
35317,uplifting!!,uplifting!!,1,yes,music to uplift your mood,mid,gpt-4o-mini,Workout
35325,usa roadtrip,USA Roadtrip,1,yes,road trip music,high,gpt-4o-mini,Driving
35335,v-day!!,V-Day!!,1,yes,Valentine's Day celebration,high,gpt-4o-mini,Party
35336,v-day!!!,V-Day!!!,1,yes,Valentine's Day celebration,high,gpt-4o-mini,Party
35340,vacances!!!!!,vacances!!!!!,1,yes,vacation vibes,mid,gpt-4o-mini,Seasonal/Summer
35341,vacation(:,Vacation(:,1,yes,vacation vibes,high,gpt-4o-mini,Seasonal/Summer
35351,valentine!,Valentine!,1,yes,Valentine's Day celebration,high,gpt-4o-mini,Party
35352,valentine's day...,Valentine's Day...,1,yes,Valentine's Day celebration,high,gpt-4o-mini,Party
35353,valentine's day:),Valentine's Day:),1,yes,Valentine's Day celebration,high,gpt-4o-mini,Party
35354,valentines day :),Valentines Day :),1,yes,Valentine's Day celebration,high,gpt-4o-mini,Party
35355,valentines day ;((,Valentines day ;((,1,yes,Valentine's Day celebration,high,gpt-4o-mini,Party
35369,vball!!,VBALL!!,1,yes,volleyball vibes,mid,gpt-4o-mini,Other_Purpose
35377,verano 16,Verano 16,1,yes,summer vibes,mid,gpt-4o-mini,Seasonal/Summer
35378,verano 2013,Verano 2013,1,yes,summer vibes,mid,gpt-4o-mini,Seasonal/Summer
35379,verano!,Verano!,1,yes,summer vibes,mid,gpt-4o-mini,Seasonal/Summer
35380,verano.,verano.,1,yes,summer vibes,mid,gpt-4o-mini,Seasonal/Summer
35381,verano...,verano...,1,yes,summer vibes,mid,gpt-4o-mini,Seasonal/Summer
35384,viaje!,viaje!,1,yes,travel vibes,mid,gpt-4o-mini,Party
35385,viajes!,viajes!,1,yes,travel vibes,mid,gpt-4o-mini,Party
35387,vibe with me:)),vibe with me:)),1,yes,chill together,mid,gpt-4o-mini,Sleep/Relax
35435,viernes!!!,viernes!!!,1,yes,Friday night vibes,mid,gpt-4o-mini,Other_Purpose
35461,volleyball !!!,volleyball !!!,1,yes,for playing volleyball,high,gpt-4o-mini,Other_Purpose
35462,volleyball :),volleyball :),1,yes,for playing volleyball,high,gpt-4o-mini,Other_Purpose
35463,volleyball playlist!,Volleyball Playlist!,1,yes,for playing volleyball,high,gpt-4o-mini,Other_Purpose
35464,volleyball playlist.,Volleyball Playlist.,1,yes,for playing volleyball,high,gpt-4o-mini,Other_Purpose
35465,volleyball!!!!!,volleyball!!!!!,1,yes,for playing volleyball,high,gpt-4o-mini,Other_Purpose
35473,w o r s h i p : ),w o r s h i p : ),1,yes,for worship,high,gpt-4o-mini,Worship
35474,w o r s h i p.,w o r s h i p.,1,yes,for worship,high,gpt-4o-mini,Worship
35475,w:o:r:s:h:i:p,W:O:R:S:H:I:P,1,yes,for worship,high,gpt-4o-mini,Worship
35482,wake me up ~~~,WAKE me up ~~~,1,yes,wake up motivation,high,gpt-4o-mini,DailyRoutine
35483,wake me up!,Wake Me Up!,1,yes,wake up motivation,high,gpt-4o-mini,DailyRoutine
35484,wake me up.,Wake Me Up.,1,yes,wake up motivation,high,gpt-4o-mini,DailyRoutine
35485,wake me up...,wake me up...,1,yes,wake up motivation,high,gpt-4o-mini,DailyRoutine
35486,wake up happy!!!,Wake Up Happy!!!,1,yes,wake up motivation,high,gpt-4o-mini,DailyRoutine
35487,wake up happy:),wake up happy:),1,yes,wake up motivation,high,gpt-4o-mini,DailyRoutine
35488,wake up!!!!,wake up!!!!,1,yes,wake up motivation,high,gpt-4o-mini,DailyRoutine
35489,wake up!!!!!!,Wake up!!!!!!,1,yes,wake up motivation,high,gpt-4o-mini,DailyRoutine
35490,wake up!!!!!!!!!!!!!!!!!!!!!!!!,WAKE UP!!!!!!!!!!!!!!!!!!!!!!!!,1,yes,wake up motivation,high,gpt-4o-mini,DailyRoutine
35491,wake up...,wake up...,1,yes,wake up motivation,high,gpt-4o-mini,DailyRoutine
35497,walk!,Walk!,1,yes,walking activity,high,gpt-4o-mini,Other_Purpose
35498,walking music :),Walking music :),1,yes,walking activity,high,gpt-4o-mini,Other_Purpose
35499,walking music!,Walking Music!,1,yes,walking activity,high,gpt-4o-mini,Other_Purpose
35500,walking on sunshine :),walking on sunshine :),1,yes,walking activity,high,gpt-4o-mini,Seasonal/Summer
35508,warm up.,warm up.,1,yes,warm up activity,high,gpt-4o-mini,Other_Purpose
35509,warm ups!!,WARM UPS!!,1,yes,warm up activity,high,gpt-4o-mini,Other_Purpose
35510,warm weather!!,warm weather!!,1,yes,warm weather vibes,high,gpt-4o-mini,Other_Purpose
